Species:Chemical Name:Freq-GHz:Freq Err:Meas Freq-GHz:Meas Freq Err:Resolved QNs:CDMS/JPL Intensity:Lovas/AST Intensity:E_L (cm^-1):Linelist
N2D+:Diazenylium:308.42025:5.3E-6:::J=4-3,F1=4-4,F=3-3:-3.02050::15.43230:CDMS
N2D+:Diazenylium:308.42028:5.3E-6:::J=4-3,F1=4-4,F=5-5:-2.83340::15.43230:CDMS
N2D+:Diazenylium:308.42029:5.3E-6:::J=4-3,F1=4-4,F=4-4:-3.11340::15.43230:CDMS
N2D+:Diazenylium:308.42168:5.3E-6:::J=4-3,F1=3-2,F=3-3:-2.87500::15.43230:CDMS
N2D+:Diazenylium:308.42181:5.4E-6:::J=4-3,F1=5-4,F=5-5:-3.12510::15.43230:CDMS
N2D+:Diazenylium:308.42182:5.3E-6:::J=4-3,F1=4-3,F=4-4:-2.88340::15.43220:CDMS
N2D+:Diazenylium:308.42205:5.1E-6:::J=4-3,F1=3-2,F=3-2:-1.94560::15.43230:CDMS
N2D+:Diazenylium:308.42205:5.1E-6:::J=4-3,F1=3-2,F=2-1:-2.10930::15.43230:CDMS
N2D+:Diazenylium:308.42212:5.1E-6:::J=4-3,F1=3-2,F=4-3:-1.77570::15.43230:CDMS
N2D+:Diazenylium:308.42219:5.1E-6:::J=4-3,F1=4-3,F=4-3:-1.79650::15.43220:CDMS
N2D+:Diazenylium:::308.42222:5.0E-5:J=4-3:-0.78710::15.43230:JPL
N2D+:Diazenylium:308.42222:5.1E-6:::J=4-3,F1=4-3,F=3-2:-1.91050::15.43220:CDMS
N2D+:Diazenylium:308.42225:5.1E-6:::J=4-3,F1=4-3,F=5-4:-1.68570::15.43220:CDMS
N2D+:Diazenylium:308.42225:5.1E-6:::J=4-3,F1=5-4,F=4-3:-1.76600::15.43230:CDMS
N2D+:Diazenylium:308.42226:5.1E-6:::J=4-3,F1=5-4,F=5-4:-1.66920::15.43230:CDMS
N2D+:Diazenylium:::308.42227:3.0E-5:J=4-3:-0.99180::15.43230:CDMS
N2D+:Diazenylium:308.42229:5.1E-6:::J=4-3,F1=5-4,F=6-5:-1.58160::15.43230:CDMS
N2D+:Diazenylium:308.42230:1.8E-5:308.42227:2.0E-5:J=4-3:0.00000::15.43200:SLAIM
N2D+:Diazenylium:308.42257:5.3E-6:::J=4-3,F1=3-2,F=2-2:-2.79150::15.43230:CDMS
N2D+:Diazenylium:308.42267:5.3E-6:::J=4-3,F1=4-3,F=3-3:-3.09830::15.43220:CDMS
N2D+:Diazenylium:308.42277:5.4E-6:::J=4-3,F1=5-4,F=4-4:-3.00870::15.43230:CDMS
N2D+:Diazenylium:308.42415:5.3E-6:::J=4-3,F1=3-3,F=3-2:-3.89540::15.43220:CDMS
N2D+:Diazenylium:308.42422:5.4E-6:::J=4-3,F1=3-3,F=3-4:-3.98800::15.43220:CDMS
N2D+:Diazenylium:308.42459:5.2E-6:::J=4-3,F1=3-3,F=3-3:-2.92250::15.43220:CDMS
N2D+:Diazenylium:308.42465:5.3E-6:::J=4-3,F1=3-3,F=4-4:-2.89650::15.43220:CDMS
N2D+:Diazenylium:308.42466:5.2E-6:::J=4-3,F1=3-3,F=2-2:-3.26500::15.43220:CDMS
